Number,Name,properH,DynClass,grcomplex
96315,"1997 AP10",,"NEA>Apollo",C
,"2002 RS129",,"NEA>Apollo",S
474179,"1999 VS6",,"NEA>Apollo",D
,"2011 AM12",,"NEA>Apollo",U
5324,"Lyapunov",,"NEA>Amor",V
,"2007 WB",,"NEA>Apollo",D
,"2004 QQ",,"NEA>Apollo",C
175114,"2004 QQ",,"NEA>Apollo",C
510190,"2011 CX7",,"NEA>Apollo",V
,"2011 BN24",,"NEA>Apollo",U
13651,"1997 BR",,"NEA>Apollo",S
11066,"Sigurd",,"NEA>Apollo",S
5324,"Lyapunov",,"NEA>Amor",V
162183,"1999 NB5",,"NEA>Apollo",V
,"2012 DH61",,"NEA>Amor",U
5646,"1990 TR",,"NEA>Amor",V
11066,"Sigurd",,"NEA>Apollo",S
,"2002 CX58",,"NEA>Apollo",U
318050,"2004 FC32",,"NEA>Amor",V
,"2004 EW9",,"NEA>Apollo",C
,"2015 FZ344",,"NEA>Amor",V
,"2002 UO",,"NEA>Apollo",V
,"2015 FZ344",,"NEA>Amor",V
7335,"1989 JA",,"NEA>Apollo",U
138883,"2000 YL29",,"NEA>Apollo",S
34613,"2000 UR13",,"NEA>Amor",S
,"2012 OE1",,"NEA>Amor",U
,"2015 TH323",,"NEA>Amor",V
,"2013 CW32",,"NEA>Aten",U
,"2017 KO4",,"NEA>Amor",U
4183,"Cuno",,"NEA>Apollo",S
,"2007 LA15",,"NEA>Amor",V
,"2010 KH",,"NEA>Amor",V
26760,"2001 KP41",,"NEA>Amor",X
,"2014 PT59",,"NEA>Amor",V
137802,"1999 YT",,"NEA>Amor",S
,"2000 JO78",,"NEA>Amor",V
31346,"1998 PB1",,"NEA>Amor",A
538648,"2016 FS6",,"NEA>Apollo",U
,"2003 AY2",,"NEA>Apollo",U
,"2019 KC4",,"NEA>Amor",U
,"2008 CC175",,"NEA>Aten",C
,"2011 PO1",,"NEA>Apollo",U
467527,"2007 LA15",,"NEA>Amor",V
467527,"2007 LA15",,"NEA>Amor",V
141053,"2001 XT1",,"NEA>Apollo",S
,"2013 YB48",,"NEA>Amor",D
31346,"1998 PB1",,"NEA>Amor",A
,"2001 UW17",,"NEA>Amor",D
525477,"2005 FC3",,"NEA>Apollo",V
,"2005 TR45",,"NEA>Amor",U
3271,"Ul",,"NEA>Amor",U
9856,"1991 EE",,"NEA>Apollo",V
9856,"1991 EE",,"NEA>Apollo",V
68548,"2001 XR31",,"NEA>Apollo",V
,"2003 YW1",,"NEA>Amor",V
9856,"1991 EE",,"NEA>Apollo",V
,"2016 NY15",,"NEA>Amor",U
,"2004 HC2",,"NEA>Apollo",U
507355,"2011 VV5",,"NEA>Apollo",U
,"Pygmalion",,"NEA>Amor",B
,"2001 UW17",,"NEA>Amor",D
456973,"2008 BS2",,"NEA>Apollo",D
,"2001 TA2",,"NEA>Apollo",U
,"2006 JU41",,"NEA>Amor",U
,"2011 BY59",,"NEA>Amor",U
,"2018 KF3",,"NEA>Amor",C
,"2016 EX27",,"NEA>Apollo",V
,"2009 CR4",,"NEA>Amor",U
,"2009 HV77",,"NEA>Amor",U
,"2014 TG17",,"NEA>Amor",S
,"2007 WU3",,"NEA>Apollo",U
,"2001 VJ5",,"NEA>Apollo",U
236716,"2007 FV42",,"NEA>Amor",S
534676,"2014 VK2",,"NEA>Apollo",U
,"2006 PB1",,"NEA>Amor",V
96189,"Pygmalion",,"NEA>Amor",B
,"1998 YW5",,"NEA>Apollo",V
,"Ondaatje",,"NEA>Amor",C
8507,"1991 CB1",,"NEA>Apollo",V
,"Ondaatje",,"NEA>Amor",C
,"2009 RM",,"NEA>Amor",U
,"2014 LN14",,"NEA>Amor",U
141053,"2001 XT1",,"NEA>Apollo",S
141053,"2001 XT1",,"NEA>Apollo",S
374855,"2006 VQ13",,"NEA>Apollo",V
442605,"2012 HY33",,"NEA>Apollo",B
,"Golombek",,"NEA>Amor",S
,"2017 XJ61",,"NEA>Apollo",U
,"2013 SL30",,"NEA>Amor",U
6456,"Golombek",,"NEA>Amor",S
,"2014 RZ11",,"NEA>Amor",U
172678,"2003 YM137",,"NEA>Apollo",X
138013,"2000 CN101",,"NEA>Apollo",S
6456,"Golombek",,"NEA>Amor",S
,"1998 MX5",,"NEA>Amor",U
2059,"Baboquivari",,"NEA>Amor",V
,"2007 PQ9",,"NEA>Amor",C
349928,"2009 WD106",,"NEA>Apollo",V
354713,"2005 SG19",,"NEA>Amor",V
442605,"2012 HY33",,"NEA>Apollo",B
354713,"2005 SG19",,"NEA>Amor",V
,"2015 FF35",,"NEA>Apollo",U
322652,"1999 JO8",,"NEA>Amor",D
,"2007 PQ9",,"NEA>Amor",C
,"2002 CC26",,"NEA>Amor",U
,"2009 SK104",,"NEA>Amor",C
,"2005 VE7",,"NEA>Apollo",S
,"2019 LK5",,"NEA>Amor",C
88264,"2001 KN20",,"NEA>Amor",S
,"2009 SK104",,"NEA>Amor",C
,"2019 LK5",,"NEA>Amor",C
,"2009 SK104",,"NEA>Amor",C
429736,"2011 MB2",,"NEA>Apollo",U
,"2014 DD23",,"NEA>Amor",V
,"2014 DD23",,"NEA>Amor",V
,"2014 DD23",,"NEA>Amor",V
,"2014 UD206",,"NEA>Amor",U
274138,"2008 FU6",,"NEA>Apollo",V
,"2009 ST19",,"NEA>Apollo",U
88264,"2001 KN20",,"NEA>Amor",S
,"2007 DB56",,"NEA>Amor",D
,"2000 JQ3",,"NEA>Amor",S
,"2006 HV57",,"NEA>Amor",U
387793,"2003 WL25",,"NEA>Apollo",V
,"2015 XE352",,"NEA>Apollo",U
5620,"Jasonwheeler",,"NEA>Amor",U
,"2017 BG32",,"NEA>Amor",V
,"2016 TS55",,"NEA>Amor",U
480823,"1998 YW5",,"NEA>Apollo",V
,"2004 UB",,"NEA>Apollo",U
,"2015 BJ514",,"NEA>Apollo",V
5189,"1990 UQ",,"NEA>Apollo",V
,"2018 GQ2",,"NEA>Amor",V
,"2018 GQ2",,"NEA>Amor",V
,"2006 WT29",,"NEA>Amor",D
,"2000 SJ8",,"NEA>Amor",U
,"2002 CQ11",,"NEA>Aten",V
,"2010 TP55",,"NEA>Apollo",V
111253,"2001 XU10",,"NEA>Apollo",S
228368,"2000 WK10",,"NEA>Apollo",U
,"2004 CR2",,"NEA>Amor",V
7088,"Ishtar",,"NEA>Amor",S
,"2008 QD1",,"NEA>Amor",U
,"2017 HH",,"NEA>Apollo",U
,"2006 YF",,"NEA>Apollo",D
375103,"2007 TD71",,"NEA>Apollo",V
459458,"2012 XR134",,"NEA>Apollo",U
21088,"Chelyabinsk",,"NEA>Amor",S
,"2002 HU11",,"NEA>Amor",C
,"2002 HU11",,"NEA>Amor",C
,"2016 TS92",,"NEA>Apollo",U
,"2010 KK127",,"NEA>Amor",V
318160,"2004 QZ2",,"NEA>Amor",V
212359,"2006 EV52",,"NEA>Apollo",C
,"2019 VM3",,"NEA>Apollo",U
217807,"2000 XK44",,"NEA>Amor",U
,"2004 QC17",,"NEA>Amor",U
,"2005 WF57",,"NEA>Amor",U
,"2003 NB",,"NEA>Amor",U
1863,"Antinous",,"NEA>Apollo",S
,"2019 PQ3",,"NEA>Amor",U
,"2000 SZ44",,"NEA>Amor",U
,"2013 ES89",,"NEA>Amor",U
138925,"2001 AU43",,"NEA>Amor",U
,"2003 CR20",,"NEA>Apollo",V
,"2012 WK4",,"NEA>Apollo",U
152931,"2000 EA107",,"NEA>Aten",V
,"2009 SU",,"NEA>Amor",U
456973,"2008 BS2",,"NEA>Apollo",D
175189,"2005 EC224",,"NEA>Amor",V
,"2016 WE1",,"NEA>Amor",U
,"2015 MO130",,"NEA>Amor",U
138971,"2001 CB21",,"NEA>Apollo",B
,"2016 KE",,"NEA>Amor",U
9856,"1991 EE",,"NEA>Apollo",V
164217,"2004 PT42",,"NEA>Amor",U
,"Doloreshill",,"NEA>Amor",V
111253,"2001 XU10",,"NEA>Apollo",S
,"2004 BD85",,"NEA>Amor",D
,"2019 YA4",,"NEA>Aten",U
137099,"1998 YW3",,"NEA>Apollo",V
514596,"2003 FG",,"NEA>Apollo",V
,"2003 HA22",,"NEA>Amor",U
,"2002 PG80",,"NEA>Amor",V
,"2006 OZ",,"NEA>Amor",U
,"2005 SF",,"NEA>Apollo",V
246138,"2007 OG3",,"NEA>Amor",V
162038,"1996 DH",,"NEA>Amor",S
,"2000 PG5",,"NEA>Amor",B
,"2005 SF",,"NEA>Apollo",V
488640,"2003 FR6",,"NEA>Amor",V
246138,"2007 OG3",,"NEA>Amor",V
,"2006 SO19",,"NEA>Apollo",U
,"2001 SR263",,"NEA>Amor",U
,"2004 FG11",,"NEA>Apollo",U
,"1993 QP",,"NEA>Amor",U
137099,"1998 YW3",,"NEA>Apollo",V
,"2007 CZ49",,"NEA>Amor",C
514596,"2003 FG",,"NEA>Apollo",V
483472,"2002 NX",,"NEA>Apollo",U
3988,"Huma",,"NEA>Amor",U
,"2001 QP181",,"NEA>Amor",U
4055,"Magellan",,"NEA>Amor",V
1916,"Boreas",,"NEA>Amor",S
,"2013 UG9",,"NEA>Amor",U
,"2014 WQ368",,"NEA>Amor",V
509569,"2008 CJ70",,"NEA>Amor",C
,"2017 GM7",,"NEA>Apollo",U
208617,"2002 EB3",,"NEA>Apollo",V
208617,"2002 EB3",,"NEA>Apollo",V
162038,"1996 DH",,"NEA>Amor",S
,"2011 CX7",,"NEA>Apollo",V
4055,"Magellan",,"NEA>Amor",V
,"2008 VH",,"NEA>Amor",U
415711,"1998 WT7",,"NEA>Amor",X
159504,"2000 WO67",,"NEA>Apollo",C
,"2015 AN193",,"NEA>Apollo",V
,"2014 UO33",,"NEA>Amor",U
,"1998 SG2",,"NEA>Amor",V
343158,"2009 HC82",,"NEA>Apollo",V
,"2019 LW1",,"NEA>Amor",V
,"2019 GP2",,"NEA>Amor",U
,"2010 VT11",,"NEA>Apollo",U
159856,"2004 JW6",,"NEA>Amor",U
137078,"1998 XZ4",,"NEA>Apollo",V
137078,"1998 XZ4",,"NEA>Apollo",V
495222,"2013 GU38",,"NEA>Amor",U
,"2005 UC",,"NEA>Amor",C
,"2007 RZ8",,"NEA>Amor",U
,"2010 VW98",,"NEA>Amor",U
,"2014 KE91",,"NEA>Amor",V
144411,"2004 EW9",,"NEA>Apollo",C
,"1997 QK1",,"NEA>Apollo",V
,"2015 GF27",,"NEA>Amor",V
4015,"Wilson-Harrington",,"NEA>Apollo",C
,"2012 GV17",,"NEA>Apollo",U
,"2010 VM1",,"NEA>Amor",U
,"2018 JQ1",,"NEA>Amor",V
,"2017 FL102",,"NEA>Apollo",U
,"2019 YQ",,"NEA>Amor",U
361689,"2007 VY7",,"NEA>Apollo",S
,"2009 FF19",,"NEA>Apollo",C
322775,"2001 HA8",,"NEA>Amor",V
111253,"2001 XU10",,"NEA>Apollo",S
451397,"2011 EZ78",,"NEA>Amor",V
,"2005 CL",,"NEA>Apollo",D
,"2002 EL6",,"NEA>Apollo",U
,"2014 YW34",,"NEA>Apollo",V
,"2011 WU95",,"NEA>Apollo",U
,"2007 MC24",,"NEA>Amor",V
,"2000 DO1",,"NEA>Apollo",U
,"2004 RS25",,"NEA>Amor",X
,"2014 YK9",,"NEA>Amor",S
,"2015 FP118",,"NEA>Apollo",S
,"2010 EH20",,"NEA>Amor",U
,"2017 WF30",,"NEA>Apollo",U
,"2009 FF19",,"NEA>Apollo",C
,"2007 TK15",,"NEA>Amor",U
,"2016 PX66",,"NEA>Amor",U
511520,"2014 QW296",,"NEA>Amor",V
,"1999 GT6",,"NEA>Amor",U
,"2005 FD",,"NEA>Apollo",V
,"2013 VO5",,"NEA>Apollo",V
99799,"2002 LJ3",,"NEA>Amor",V
,"2016 CB194",,"NEA>Apollo",X
,"2016 RW33",,"NEA>Amor",U
,"2014 QW296",,"NEA>Amor",V
,"2006 QS",,"NEA>Amor",S
,"1987 PA",,"NEA>Amor",V
511520,"2014 QW296",,"NEA>Amor",V
204131,"2003 YL",,"NEA>Apollo",V
,"2016 AH193",,"NEA>Apollo",D
204131,"2003 YL",,"NEA>Apollo",V
162038,"1996 DH",,"NEA>Amor",S
,"1998 YM4",,"NEA>Apollo",U
,"2017 VV14",,"NEA>Apollo",U
,"2012 RS16",,"NEA>Amor",S
,"2018 BO1",,"NEA>Apollo",V
,"2016 HX3",,"NEA>Amor",U
,"2016 UL41",,"NEA>Amor",U
,"2003 BQ35",,"NEA>Amor",D
,"2012 RS16",,"NEA>Amor",S
90373,"2003 SZ219",,"NEA>Amor",S
,"2018 KF3",,"NEA>Amor",C
190161,"2005 TJ174",,"NEA>Amor",C
,"1991 AM",,"NEA>Apollo",X
,"2014 JH78",,"NEA>Amor",U
,"2003 BD44",,"NEA>Apollo",V
210012,"2006 KT1",,"NEA>Amor",S
,"2013 BC70",,"NEA>Apollo",U
523665,"2012 RF15",,"NEA>Amor",U
,"2015 OR78",,"NEA>Amor",U
,"2003 CL18",,"NEA>Apollo",U
503871,"2000 SL",,"NEA>Apollo",S
,"2012 TB53",,"NEA>Amor",U
,"2001 RQ3",,"NEA>Amor",U
,"2019 YP4",,"NEA>Amor",V
,"2015 AA246",,"NEA>Apollo",C
,"2013 VO5",,"NEA>Apollo",V
,"2015 AA246",,"NEA>Apollo",C
86039,"1999 NC43",,"NEA>Apollo",S
,"2006 NM",,"NEA>Amor",U
349928,"2009 WD106",,"NEA>Apollo",V
155338,"2006 MZ1",,"NEA>Apollo",S
,"2015 TH323",,"NEA>Amor",V
381989,"2010 HR80",,"NEA>Apollo",V
349928,"2009 WD106",,"NEA>Apollo",V
86039,"1999 NC43",,"NEA>Apollo",S
,"2010 MR",,"NEA>Amor",U
,"2013 BH18",,"NEA>Amor",U
,"2008 UB",,"NEA>Amor",U
424482,"2008 DG5",,"NEA>Apollo",V
,"2000 CL33",,"NEA>Amor",V
,"2016 CB194",,"NEA>Apollo",X
,"2000 CL33",,"NEA>Amor",V
,"2002 XP40",,"NEA>Amor",S
,"2007 VK184",,"NEA>Apollo",U
,"2008 FS6",,"NEA>Amor",U
,"2014 YK9",,"NEA>Amor",S
,"2005 LV7",,"NEA>Amor",S
,"2005 LV7",,"NEA>Amor",S
488474,"1999 HD1",,"NEA>Apollo",C
26760,"2001 KP41",,"NEA>Amor",X
,"2012 MK6",,"NEA>Amor",V
,"2013 NJ",,"NEA>Apollo",U
,"2009 LX",,"NEA>Amor",D
,"2003 BQ35",,"NEA>Amor",D
331769,"2003 BQ35",,"NEA>Amor",D
,"2005 EF",,"NEA>Apollo",S
,"2017 FE128",,"NEA>Apollo",U
,"2012 DZ32",,"NEA>Amor",V
,"2016 CX247",,"NEA>Aten",V
,"2017 HW48",,"NEA>Amor",U
306462,"1999 RC32",,"NEA>Amor",U
314079,"2005 CV25",,"NEA>Apollo",U
,"2010 KK127",,"NEA>Amor",V
,"2014 KE45",,"NEA>Apollo",D
6455,"1992 HE",,"NEA>Apollo",S
267494,"2002 JB9",,"NEA>Apollo",V
6455,"1992 HE",,"NEA>Apollo",S
,"2013 TT135",,"NEA>Apollo",U
,"2007 WQ3",,"NEA>Amor",U
,"2002 CQ11",,"NEA>Aten",V
,"2018 MW6",,"NEA>Apollo",U
,"2008 ES",,"NEA>Apollo",U
,"2002 XP40",,"NEA>Amor",S
,"2006 OV5",,"NEA>Amor",D
,"2005 TJ174",,"NEA>Amor",C
474474,"2003 SJ215",,"NEA>Amor",U
26760,"2001 KP41",,"NEA>Amor",X
,"2016 LN1",,"NEA>Apollo",U
,"2019 XN1",,"NEA>Amor",U
,"2012 KJ18",,"NEA>Amor",V
,"2012 KJ18",,"NEA>Amor",V
,"Abhramu",,"NEA>Amor",U
517046,"2013 AA53",,"NEA>Apollo",U
,"1994 CK1",,"NEA>Apollo",V
495833,"2000 SB8",,"NEA>Amor",U
,"2011 OA",,"NEA>Amor",U
,"2005 PA17",,"NEA>Apollo",U
163373,"2002 PZ39",,"NEA>Apollo",C
,"2008 UM1",,"NEA>Apollo",U
,"2002 LT24",,"NEA>Aten",U
,"Hypnos",,"NEA>Apollo",V
535221,"2014 YN44",,"NEA>Amor",V
,"1998 QQ63",,"NEA>Amor",U
,"2014 KE45",,"NEA>Apollo",D
,"2009 KN4",,"NEA>Apollo",V
138846,"2000 VJ61",,"NEA>Apollo",C
535221,"2014 YN44",,"NEA>Amor",V
,"2012 GA5",,"NEA>Amor",V
481775,"2008 SX7",,"NEA>Amor",V
238063,"2003 EG",,"NEA>Apollo",V
159560,"2001 TO103",,"NEA>Amor",U
,"2013 AZ52",,"NEA>Apollo",U
353938,"1998 QR15",,"NEA>Amor",V
,"2018 BO1",,"NEA>Apollo",V
285944,"2001 RZ11",,"NEA>Amor",U
177016,"2003 BM47",,"NEA>Apollo",V
,"1998 SG2",,"NEA>Amor",V
,"1998 QR15",,"NEA>Amor",V
9856,"1991 EE",,"NEA>Apollo",V
,"2015 FP118",,"NEA>Apollo",S
329669,"2003 UD8",,"NEA>Amor",U
,"1987 PA",,"NEA>Amor",V
,"2001 SG10",,"NEA>Apollo",C
,"2002 PE130",,"NEA>Apollo",C
,"2009 XR2",,"NEA>Amor",U
427684,"2004 DH2",,"NEA>Aten",V
,"2001 FC58",,"NEA>Apollo",U
,"2016 OY2",,"NEA>Apollo",D
482796,"2013 QJ10",,"NEA>Aten",U
,"2003 MX2",,"NEA>Amor",V
,"2008 PL3",,"NEA>Amor",U
225312,"1996 XB27",,"NEA>Amor",V
144861,"2004 LA12",,"NEA>Apollo",C
206378,"2003 RB",,"NEA>Apollo",U
5645,"1990 SP",,"NEA>Apollo",X
,"Oze",,"NEA>Amor",V
,"2017 XK61",,"NEA>Apollo",U
,"2013 YM70",,"NEA>Amor",U
,"2004 FA18",,"NEA>Apollo",D
243298,"2008 EN82",,"NEA>Amor",S
,"2006 UA",,"NEA>Apollo",X
,"2002 AO11",,"NEA>Aten",U
363298,"2002 KL3",,"NEA>Apollo",U
,"2015 TW144",,"NEA>Amor",V
,"2015 TW144",,"NEA>Amor",V
,"2014 KE45",,"NEA>Apollo",D
27346,"2000 DN8",,"NEA>Amor",D
155334,"2006 DZ169",,"NEA>Amor",S
,"2016 CX247",,"NEA>Aten",V
,"2008 VA15",,"NEA>Apollo",C
,"2019 LG5",,"NEA>Amor",U
439908,"2000 XH47",,"NEA>Amor",V
,"2019 RD",,"NEA>Amor",U
1627,"Ivar",,"NEA>Amor",S
,"2015 YA10",,"NEA>Apollo",U
457059,"2008 EG",,"NEA>Aten",V
359242,"2009 FT",,"NEA>Apollo",U
,"2019 XJ3",,"NEA>Apollo",U
,"2009 HD82",,"NEA>Apollo",U
,"2005 JS108",,"NEA>Apollo",C
,"2012 MS4",,"NEA>Apollo",V
154589,"2003 MX2",,"NEA>Amor",V
537686,"2015 SA17",,"NEA>Amor",V
312956,"1997 CZ3",,"NEA>Apollo",V
,"1998 SE35",,"NEA>Amor",U
,"2004 BG41",,"NEA>Apollo",U
,"2001 PU9",,"NEA>Amor",U
,"2007 AE12",,"NEA>Apollo",U
1627,"Ivar",,"NEA>Amor",S
,"2003 HP32",,"NEA>Apollo",C
,"1989 VB",,"NEA>Apollo",U
,"1991 BN",,"NEA>Apollo",S
,"2010 GA34",,"NEA>Amor",V
,"2017 SQ2",,"NEA>Apollo",U
,"2005 EE",,"NEA>Apollo",U
32906,"1994 RH",,"NEA>Amor",S
,"2018 TS5",,"NEA>Amor",U
,"2009 HB",,"NEA>Apollo",U
,"2010 GZ6",,"NEA>Amor",S
,"2008 XA2",,"NEA>Apollo",U
136618,"1994 CN2",,"NEA>Apollo",S
,"2002 RV112",,"NEA>Amor",V
352102,"2007 AG12",,"NEA>Apollo",C
54690,"2001 EB",,"NEA>Amor",S
10145,"1994 CK1",,"NEA>Apollo",V
317212,"2002 CW46",,"NEA>Amor",D
,"2016 JN",,"NEA>Amor",U
,"2010 LF14",,"NEA>Amor",U
,"2010 HG20",,"NEA>Apollo",U
,"2015 NJ3",,"NEA>Apollo",V
,"1997 QK1",,"NEA>Apollo",V
,"2001 SG10",,"NEA>Apollo",C
1917,"Cuyo",,"NEA>Amor",S
,"2013 BG27",,"NEA>Amor",U
,"2007 DB56",,"NEA>Amor",D
,"2005 UC",,"NEA>Amor",C
,"2019 LX4",,"NEA>Apollo",U
,"2016 TX55",,"NEA>Amor",D
88213,"2001 AF2",,"NEA>Aten",U
,"2016 ON",,"NEA>Amor",U
,"2008 GE110",,"NEA>Amor",U
136618,"1994 CN2",,"NEA>Apollo",S
,"2005 QN11",,"NEA>Amor",U
438429,"2006 WN1",,"NEA>Amor",C
,"2015 XU168",,"NEA>Apollo",U
434188,"2003 AD23",,"NEA>Apollo",U
316695,"1996 TE9",,"NEA>Amor",V
385343,"2002 LV",,"NEA>Apollo",U
,"2004 PM2",,"NEA>Amor",U
,"2003 ND",,"NEA>Amor",U
,"2002 EY2",,"NEA>Apollo",S
141526,"2002 FA6",,"NEA>Apollo",V
,"2001 QK142",,"NEA>Amor",S
422787,"2001 WS1",,"NEA>Apollo",U
,"2016 OY2",,"NEA>Apollo",D
,"2008 JP14",,"NEA>Apollo",U
457768,"2009 KN4",,"NEA>Apollo",V
277810,"2006 FV35",,"NEA>Apollo",B
,"2006 UD63",,"NEA>Amor",V
,"2017 WK14",,"NEA>Apollo",U
530520,"2011 LT17",,"NEA>Apollo",U
,"2012 GS5",,"NEA>Apollo",U
,"1997 WQ23",,"NEA>Apollo",U
,"2015 NJ3",,"NEA>Apollo",V
,"2019 YY5",,"NEA>Apollo",U
154715,"2004 LB6",,"NEA>Apollo",V
,"2001 QK142",,"NEA>Amor",S
143381,"2003 BC21",,"NEA>Amor",X
,"2001 FA58",,"NEA>Apollo",U
163692,"2003 CY18",,"NEA>Apollo",V
162741,"2000 WG6",,"NEA>Amor",B
392704,"2012 AE1",,"NEA>Apollo",V
,"2008 CM116",,"NEA>Apollo",U
,"2005 CF41",,"NEA>Apollo",U
,"2000 PH6",,"NEA>Amor",C
,"2009 JL1",,"NEA>Apollo",U
329390,"2001 YP2",,"NEA>Amor",V
,"2008 CD22",,"NEA>Amor",U
225312,"1996 XB27",,"NEA>Amor",V
,"2008 VA15",,"NEA>Apollo",C
,"2003 DA16",,"NEA>Apollo",S
,"2013 RE21",,"NEA>Amor",U
53319,"1999 JM8",,"NEA>Apollo",X
329390,"2001 YP2",,"NEA>Amor",V
173561,"2000 YV137",,"NEA>Apollo",S
,"1999 FN19",,"NEA>Apollo",V
,"2008 ER",,"NEA>Apollo",V
,"2009 WM139",,"NEA>Amor",U
,"1999 FN19",,"NEA>Apollo",V
465617,"2009 EK1",,"NEA>Apollo",S
17274,"2000 LC16",,"NEA>Amor",U
,"2001 LD6",,"NEA>Amor",U
,"2010 KR10",,"NEA>Apollo",U
,"1997 QK1",,"NEA>Apollo",V
,"2000 CR101",,"NEA>Amor",U
,"2009 CT5",,"NEA>Apollo",U
153243,"2001 AU47",,"NEA>Apollo",V
,"2000 BH19",,"NEA>Amor",C
322705,"2000 DK8",,"NEA>Apollo",S
322705,"2000 DK8",,"NEA>Apollo",S
,"2003 AA3",,"NEA>Apollo",U
322652,"1999 JO8",,"NEA>Amor",D
,"2015 FP332",,"NEA>Apollo",U
,"2014 QX390",,"NEA>Amor",U
302523,"2002 KH3",,"NEA>Amor",U
276786,"2004 KD1",,"NEA>Amor",B
,"2004 LB6",,"NEA>Apollo",V
,"2005 PY16",,"NEA>Apollo",U
,"2019 ME2",,"NEA>Amor",U
,"2008 UE1",,"NEA>Amor",U
26310,"1998 TX6",,"NEA>Amor",V
,"2010 JL33",,"NEA>Apollo",V
155334,"2006 DZ169",,"NEA>Amor",S
,"2010 EW45",,"NEA>Apollo",V
,"2010 EW45",,"NEA>Apollo",V
,"2009 WH106",,"NEA>Apollo",U
,"2008 MR1",,"NEA>Amor",U
,"Rhiannon",,"NEA>Amor",X
238456,"2004 RK",,"NEA>Apollo",U
508905,"2003 WX87",,"NEA>Amor",S
,"2001 GR2",,"NEA>Apollo",D
315508,"2008 AB31",,"NEA>Amor",V
530151,"2011 AW55",,"NEA>Apollo",S
,"2001 GR2",,"NEA>Apollo",D
,"2001 GR2",,"NEA>Apollo",D
,"2010 CH55",,"NEA>Amor",U
162741,"2000 WG6",,"NEA>Amor",B
509520,"2007 WB",,"NEA>Apollo",D
86667,"2000 FO10",,"NEA>Aten",S
,"2005 HB",,"NEA>Amor",V
481965,"2009 EB1",,"NEA>Apollo",V
,"2007 WW4",,"NEA>Apollo",U
,"2016 NX32",,"NEA>Amor",U
85990,"1999 JV6",,"NEA>Apollo",X
86667,"2000 FO10",,"NEA>Aten",S
,"2007 EA26",,"NEA>Apollo",U
,"1999 LN28",,"NEA>Amor",U
,"2001 SZ269",,"NEA>Apollo",S
162741,"2000 WG6",,"NEA>Amor",B
136900,"1998 HL49",,"NEA>Apollo",V
,"2016 LM8",,"NEA>Apollo",V
388798,"2008 BU2",,"NEA>Apollo",U
16657,"1993 UB",,"NEA>Amor",S
,"2016 LM8",,"NEA>Apollo",V
,"2018 XW5",,"NEA>Amor",U
39565,"1992 SL",,"NEA>Amor",V
,"2002 AW",,"NEA>Apollo",V
,"2019 KH2",,"NEA>Amor",V
,"2002 TX55",,"NEA>Apollo",U
,"Nyx",,"NEA>Amor",V
719,"Albert",,"NEA>Amor",X
,"2019 BA1",,"NEA>Apollo",U
,"2007 MB4",,"NEA>Apollo",V
,"1998 HN3",,"NEA>Amor",U
501934,"2014 XT3",,"NEA>Amor",U
21277,"1996 TO5",,"NEA>Amor",S
267940,"2004 EM20",,"NEA>Apollo",U
,"1996 TE9",,"NEA>Amor",V
,"2012 RM2",,"NEA>Apollo",U
,"2012 BD124",,"NEA>Apollo",C
457260,"2008 RY24",,"NEA>Amor",S
457260,"2008 RY24",,"NEA>Amor",S
,"2006 CT",,"NEA>Apollo",V
420591,"2012 HF31",,"NEA>Apollo",V
