Number,Name,properH,DynClass,grcomplex
,"2012 BD124",,"NEA>Apollo",C
159923,"2004 YJ32",,"NEA>Amor",S
,"2016 CA32",,"NEA>Apollo",V
154347,"2002 XK4",,"NEA>Apollo",D
,"2013 NZ23",,"NEA>Amor",U
385497,"2004 DD",,"NEA>Apollo",V
523779,"2015 AX16",,"NEA>Amor",D
,"2003 HP32",,"NEA>Apollo",C
376775,"2000 HW23",,"NEA>Amor",B
388189,"2006 DS14",,"NEA>Aten",U
,"2005 NE7",,"NEA>Apollo",C
523587,"1999 VQ11",,"NEA>Amor",U
,"2014 SD324",,"NEA>Amor",U
22753,"1998 WT",,"NEA>Apollo",B
,"2011 YQ10",,"NEA>Amor",U
,"2016 LU9",,"NEA>Amor",U
,"2010 EQ43",,"NEA>Amor",U
154020,"2002 CA10",,"NEA>Apollo",V
,"2009 BT5",,"NEA>Amor",V
,"2009 WD",,"NEA>Amor",U
,"2017 CJ1",,"NEA>Apollo",U
,"2019 YU2",,"NEA>Apollo",U
,"2004 HK33",,"NEA>Apollo",S
,"2005 CZ6",,"NEA>Amor",U
,"2012 FN62",,"NEA>Amor",U
,"2013 GZ7",,"NEA>Amor",U
,"2001 SZ269",,"NEA>Apollo",S
,"2007 TW68",,"NEA>Amor",C
,"2007 TW68",,"NEA>Amor",C
,"2013 CL89",,"NEA>Apollo",D
,"2013 LN31",,"NEA>Apollo",U
,"2013 CL89",,"NEA>Apollo",D
,"2012 UO138",,"NEA>Apollo",V
,"2008 GD",,"NEA>Apollo",U
,"2016 HD19",,"NEA>Apollo",V
,"2013 CV83",,"NEA>Apollo",U
,"2017 UY5",,"NEA>Apollo",V
361754,"2007 YV29",,"NEA>Apollo",C
,"2012 FL35",,"NEA>Apollo",U
,"2015 ET3",,"NEA>Amor",D
361754,"2007 YV29",,"NEA>Apollo",C
,"2012 US136",,"NEA>Apollo",V
100004,"1983 VA",,"NEA>Apollo",X
3199,"Nefertiti",,"NEA>Amor",S
100004,"1983 VA",,"NEA>Apollo",X
428681,"2008 JA8",,"NEA>Amor",V
,"2010 JL33",,"NEA>Apollo",V
483509,"2003 CH11",,"NEA>Amor",S
,"2013 VD13",,"NEA>Amor",V
,"2004 JN1",,"NEA>Apollo",U
,"2017 HT2",,"NEA>Apollo",U
,"2018 PQ23",,"NEA>Apollo",U
18109,"2000 NG11",,"NEA>Amor",D
,"2017 AM4",,"NEA>Amor",V
,"1998 ME3",,"NEA>Amor",U
,"2018 JA",,"NEA>Apollo",U
169352,"2001 UY16",,"NEA>Apollo",U
,"2014 HM178",,"NEA>Apollo",U
,"2013 XW3",,"NEA>Apollo",U
136923,"1998 JH2",,"NEA>Amor",S
,"2010 LR68",,"NEA>Amor",U
,"2020 BU3",,"NEA>Apollo",U
230599,"2003 FJ1",,"NEA>Apollo",U
,"1993 UD",,"NEA>Amor",U
,"2008 YZ32",,"NEA>Apollo",U
,"2016 WA9",,"NEA>Amor",V
,"2016 OY2",,"NEA>Apollo",D
154652,"2004 EP20",,"NEA>Apollo",V
,"2009 UP5",,"NEA>Amor",V
,"2009 UP5",,"NEA>Amor",V
,"2009 UP5",,"NEA>Amor",V
172034,"2001 WR1",,"NEA>Amor",S
,"2016 WA9",,"NEA>Amor",V
177614,"2004 HK33",,"NEA>Apollo",S
488474,"1999 HD1",,"NEA>Apollo",C
,"Verenia",,"NEA>Amor",U
68278,"2001 FC7",,"NEA>Amor",X
529951,"2010 UD",,"NEA>Apollo",U
,"2010 FC6",,"NEA>Apollo",V
,"2018 VG8",,"NEA>Amor",U
469219,"Kamo`oalewa",,"NEA>Apollo",C
488474,"1999 HD1",,"NEA>Apollo",C
,"2019 VN6",,"NEA>Apollo",U
,"2013 ON5",,"NEA>Amor",V
,"2002 HE8",,"NEA>Amor",V
,"2014 NC64",,"NEA>Apollo",C
39565,"1992 SL",,"NEA>Amor",V
354127,"2002 BP26",,"NEA>Amor",V
,"2010 BH2",,"NEA>Amor",U
,"2016 CB194",,"NEA>Apollo",X
,"2018 EE4",,"NEA>Amor",S
,"2017 DN109",,"NEA>Apollo",U
,"2011 MV1",,"NEA>Amor",U
,"2015 TN237",,"NEA>Amor",U
524392,"2002 AU5",,"NEA>Apollo",U
,"2005 QL",,"NEA>Amor",U
307564,"2003 FQ6",,"NEA>Amor",U
,"2011 JA8",,"NEA>Amor",V
,"2011 JA8",,"NEA>Amor",V
,"2004 VB61",,"NEA>Amor",U
,"1998 YF10",,"NEA>Amor",U
,"2010 UX95",,"NEA>Amor",U
144898,"2004 VD17",,"NEA>Apollo",C
189700,"2001 TA45",,"NEA>Amor",S
,"2018 LZ5",,"NEA>Amor",U
526238,"2005 YY36",,"NEA>Amor",X
367390,"2008 MB5",,"NEA>Apollo",D
,"2014 NU64",,"NEA>Amor",U
431107,"2006 GU",,"NEA>Amor",S
455213,"2001 OE84",,"NEA>Amor",D
345813,"2007 HX4",,"NEA>Apollo",B
,"2014 HY176",,"NEA>Apollo",U
,"2015 HR11",,"NEA>Apollo",U
,"2004 RY109",,"NEA>Apollo",V
,"2010 OA",,"NEA>Apollo",U
344143,"2000 JQ3",,"NEA>Amor",S
344143,"2000 JQ3",,"NEA>Amor",S
153953,"2002 AD9",,"NEA>Apollo",V
,"2018 XV5",,"NEA>Apollo",V
490791,"2010 VE1",,"NEA>Amor",C
36183,"1999 TX16",,"NEA>Amor",L
,"2019 KG2",,"NEA>Apollo",U
,"2013 YE38",,"NEA>Apollo",U
328059,"2007 UB6",,"NEA>Amor",S
31662,"1999 HP11",,"NEA>Apollo",V
,"2010 JL33",,"NEA>Apollo",V
,"2020 BK3",,"NEA>Apollo",U
,"2008 RS26",,"NEA>Amor",V
,"2015 AX44",,"NEA>Apollo",U
,"2013 CN129",,"NEA>Aten",U
496861,"2000 BE19",,"NEA>Apollo",V
,"2016 VY3",,"NEA>Amor",V
510529,"2012 EY11",,"NEA>Apollo",U
499496,"2010 MR87",,"NEA>Amor",V
,"1999 GR6",,"NEA>Apollo",B
,"2011 LJ1",,"NEA>Apollo",U
,"1999 GR6",,"NEA>Apollo",B
,"2008 AJ33",,"NEA>Amor",U
,"2016 AG193",,"NEA>Amor",U
,"2001 QL153",,"NEA>Amor",U
,"2009 FV4",,"NEA>Apollo",V
,"2009 VW",,"NEA>Apollo",U
,"2016 VY3",,"NEA>Amor",V
488693,"2003 WW87",,"NEA>Amor",V
154658,"2004 FA18",,"NEA>Apollo",D
477051,"2009 BD2",,"NEA>Amor",V
488693,"2003 WW87",,"NEA>Amor",V
206910,"2004 NL8",,"NEA>Apollo",V
,"2004 RS109",,"NEA>Amor",U
423321,"2005 ED318",,"NEA>Amor",V
,"2000 EU70",,"NEA>Apollo",C
,"2016 TX55",,"NEA>Amor",D
455588,"2004 RU331",,"NEA>Apollo",V
186823,"2004 FN32",,"NEA>Apollo",C
,"2019 LW1",,"NEA>Amor",V
,"2011 YB40",,"NEA>Amor",U
159533,"2001 HH31",,"NEA>Amor",S
,"2011 XC",,"NEA>Amor",B
152889,"2000 CF59",,"NEA>Apollo",V
,"2020 BK4",,"NEA>Apollo",U
,"2002 MS3",,"NEA>Apollo",V
,"2016 RH18",,"NEA>Amor",U
518847,"2010 DM",,"NEA>Apollo",V
518847,"2010 DM",,"NEA>Apollo",V
,"2013 BP45",,"NEA>Apollo",C
214088,"2004 JN13",,"NEA>Apollo",V
391275,"2006 SJ134",,"NEA>Amor",S
525484,"2005 GL",,"NEA>Apollo",U
,"2013 BP45",,"NEA>Apollo",C
,"2017 DO35",,"NEA>Apollo",U
,"2019 LY5",,"NEA>Apollo",U
376729,"1998 YB8",,"NEA>Amor",D
,"2006 HY51",,"NEA>Apollo",C
328059,"2007 UB6",,"NEA>Amor",S
,"2013 GY73",,"NEA>Amor",A
162196,"1999 RL45",,"NEA>Amor",V
154229,"2002 JN97",,"NEA>Apollo",S
154229,"2002 JN97",,"NEA>Apollo",S
523934,"1998 FF14",,"NEA>Apollo",U
24761,"Ahau",,"NEA>Apollo",X
7025,"1993 QA",,"NEA>Apollo",U
,"2006 BX139",,"NEA>Amor",U
,"2008 GU20",,"NEA>Amor",D
,"2019 UQ7",,"NEA>Apollo",U
,"2006 HY51",,"NEA>Apollo",C
442609,"2012 KU42",,"NEA>Amor",U
,"2008 GU20",,"NEA>Amor",D
322966,"2002 KF4",,"NEA>Amor",S
391275,"2006 SJ134",,"NEA>Amor",S
211871,"2004 HO",,"NEA>Apollo",D
,"2016 JN24",,"NEA>Amor",C
153842,"2001 XT30",,"NEA>Amor",V
,"Saunders",,"NEA>Amor",U
,"2016 JN24",,"NEA>Amor",C
3103,"Eger",,"NEA>Apollo",D
3103,"Eger",,"NEA>Apollo",D
159504,"2000 WO67",,"NEA>Apollo",C
139056,"2001 FY",,"NEA>Amor",S
,"2016 HM2",,"NEA>Amor",S
,"2015 PP291",,"NEA>Apollo",U
276049,"2002 CE26",,"NEA>Apollo",V
66959,"1999 XO35",,"NEA>Amor",U
,"2000 KL33",,"NEA>Amor",D
357594,"2004 XL35",,"NEA>Apollo",U
,"2016 AZ8",,"NEA>Apollo",V
,"2015 MN66",,"NEA>Apollo",B
454101,"2013 BP73",,"NEA>Apollo",V
454101,"2013 BP73",,"NEA>Apollo",V
,"2011 YS62",,"NEA>Amor",V
,"2005 AD13",,"NEA>Apollo",U
,"2004 EU22",,"NEA>Apollo",C
,"2006 KA40",,"NEA>Amor",V
,"2006 KA40",,"NEA>Amor",V
,"2012 XQ93",,"NEA>Apollo",U
,"1998 XN2",,"NEA>Apollo",U
162157,"1999 CV8",,"NEA>Apollo",C
,"2014 JP25",,"NEA>Apollo",U
,"2004 LA12",,"NEA>Apollo",C
276732,"2004 EV9",,"NEA>Apollo",V
,"2017 QL33",,"NEA>Apollo",U
,"2004 EU22",,"NEA>Apollo",C
436325,"2010 GR7",,"NEA>Apollo",X
467475,"2006 RG7",,"NEA>Amor",V
,"2006 QS89",,"NEA>Amor",S
189008,"1996 FR3",,"NEA>Apollo",U
,"2014 SU260",,"NEA>Apollo",U
,"2006 HD2",,"NEA>Apollo",V
159609,"2002 AQ3",,"NEA>Amor",U
86326,"1999 WK13",,"NEA>Amor",S
,"2011 BX10",,"NEA>Apollo",V
,"1999 GJ2",,"NEA>Amor",A
483563,"2004 BD68",,"NEA>Apollo",V
,"2006 DY",,"NEA>Apollo",U
483563,"2004 BD68",,"NEA>Apollo",V
,"2013 CK89",,"NEA>Amor",S
,"2013 CK89",,"NEA>Amor",S
,"2011 BX10",,"NEA>Apollo",V
,"2010 KH",,"NEA>Amor",V
9162,"Kwiila",,"NEA>Apollo",C
159923,"2004 YJ32",,"NEA>Amor",S
27346,"2000 DN8",,"NEA>Amor",D
27346,"2000 DN8",,"NEA>Amor",D
,"2015 KJ157",,"NEA>Aten",D
467475,"2006 RG7",,"NEA>Amor",V
,"2017 FE101",,"NEA>Apollo",U
,"2014 KU76",,"NEA>Apollo",U
159923,"2004 YJ32",,"NEA>Amor",S
338172,"2002 RV112",,"NEA>Amor",V
470594,"2008 MN1",,"NEA>Amor",U
,"2012 BE86",,"NEA>Amor",U
276049,"2002 CE26",,"NEA>Apollo",V
,"2014 WY200",,"NEA>Amor",U
154555,"2003 HA",,"NEA>Apollo",S
3103,"Eger",,"NEA>Apollo",D
417816,"2007 FA",,"NEA>Apollo",X
85990,"1999 JV6",,"NEA>Apollo",X
276049,"2002 CE26",,"NEA>Apollo",V
154555,"2003 HA",,"NEA>Apollo",S
,"2011 WV4",,"NEA>Apollo",U
,"2015 KJ157",,"NEA>Aten",D
458375,"2010 WY8",,"NEA>Amor",S
436763,"2012 FN52",,"NEA>Apollo",U
458375,"2010 WY8",,"NEA>Amor",S
,"2019 OV2",,"NEA>Amor",U
494999,"2010 JU39",,"NEA>Aten",V
363116,"2001 GQ2",,"NEA>Apollo",S
,"2014 NE3",,"NEA>Apollo",U
,"2005 WH4",,"NEA>Amor",U
431775,"2008 JO24",,"NEA>Amor",S
16912,"Rhiannon",,"NEA>Amor",X
513489,"2009 EV",,"NEA>Apollo",U
436568,"2011 HB53",,"NEA>Apollo",B
436568,"2011 HB53",,"NEA>Apollo",B
337866,"2001 WL15",,"NEA>Amor",S
516154,"2016 CL32",,"NEA>Apollo",U
137802,"1999 YT",,"NEA>Amor",S
,"2007 DB61",,"NEA>Aten",U
152964,"2000 GP82",,"NEA>Apollo",S
152964,"2000 GP82",,"NEA>Apollo",S
137802,"1999 YT",,"NEA>Amor",S
86326,"1999 WK13",,"NEA>Amor",S
185853,"2000 ER70",,"NEA>Amor",D
,"2014 KT86",,"NEA>Apollo",X
152978,"2000 GJ147",,"NEA>Apollo",S
,"2006 KM103",,"NEA>Apollo",V
,"2006 JF",,"NEA>Apollo",V
,"2017 SY32",,"NEA>Apollo",V
163014,"2001 UA5",,"NEA>Apollo",S
,"2015 BS509",,"NEA>Amor",V
85989,"1999 JD6",,"NEA>Aten",S
469219,"Kamo`oalewa",,"NEA>Apollo",C
399446,"2002 GF1",,"NEA>Amor",U
329343,"2001 QG96",,"NEA>Amor",C
363626,"2004 RA11",,"NEA>Amor",V
329343,"2001 QG96",,"NEA>Amor",C
,"2000 HZ23",,"NEA>Amor",L
,"2016 CA32",,"NEA>Apollo",V
,"2019 XJ2",,"NEA>Apollo",U
436568,"2011 HB53",,"NEA>Apollo",B
54789,"2001 MZ7",,"NEA>Amor",U
436568,"2011 HB53",,"NEA>Apollo",B
523796,"2016 LE51",,"NEA>Apollo",C
,"2017 SR32",,"NEA>Amor",U
533671,"2014 LJ21",,"NEA>Apollo",V
459462,"2013 AY52",,"NEA>Apollo",C
,"2011 GS60",,"NEA>Apollo",U
523796,"2016 LE51",,"NEA>Apollo",C
4179,"Toutatis",,"NEA>Apollo",V
,"2014 YV43",,"NEA>Apollo",U
101873,"1999 NC5",,"NEA>Amor",V
,"2015 BS509",,"NEA>Amor",V
136770,"1996 PC1",,"NEA>Apollo",V
5587,"1990 SB",,"NEA>Amor",S
89959,"2002 NT7",,"NEA>Apollo",S
363626,"2004 RA11",,"NEA>Amor",V
,"2016 OJ",,"NEA>Amor",U
452474,"2004 BG11",,"NEA>Apollo",V
331509,"1999 YA",,"NEA>Amor",V
470004,"2006 MJ10",,"NEA>Apollo",U
399325,"1999 GY5",,"NEA>Apollo",V
361538,"2007 JZ20",,"NEA>Apollo",S
361538,"2007 JZ20",,"NEA>Apollo",S
,"2006 FK9",,"NEA>Amor",U
9162,"Kwiila",,"NEA>Apollo",C
,"2002 MY",,"NEA>Amor",S
399325,"1999 GY5",,"NEA>Apollo",V
,"2012 KF47",,"NEA>Apollo",U
,"2003 MS2",,"NEA>Apollo",U
496230,"2012 CL2",,"NEA>Amor",U
446789,"1998 FN9",,"NEA>Amor",V
339492,"2005 GQ21",,"NEA>Amor",U
154268,"2002 RM129",,"NEA>Apollo",S
490684,"2010 LL34",,"NEA>Apollo",U
,"2018 CX13",,"NEA>Apollo",V
,"2016 LM11",,"NEA>Apollo",C
477519,"2010 DJ56",,"NEA>Apollo",V
,"2002 AK14",,"NEA>Apollo",U
454266,"2014 FM7",,"NEA>Amor",B
,"2014 FM7",,"NEA>Amor",B
,"2015 TY178",,"NEA>Amor",V
,"2016 LM11",,"NEA>Apollo",C
484976,"2009 UN3",,"NEA>Apollo",U
,"2019 YU1",,"NEA>Apollo",U
,"2015 TY178",,"NEA>Amor",V
,"2011 ME5",,"NEA>Amor",U
164341,"2005 CO",,"NEA>Amor",U
40263,"1999 FQ5",,"NEA>Amor",S
143637,"2003 LP6",,"NEA>Apollo",U
,"2006 KA",,"NEA>Apollo",U
138155,"2000 ES70",,"NEA>Amor",U
484199,"2006 WS1",,"NEA>Apollo",U
,"2007 MC24",,"NEA>Amor",V
,"2018 NR4",,"NEA>Apollo",U
,"2013 LL31",,"NEA>Amor",V
510262,"2011 HJ61",,"NEA>Apollo",V
510262,"2011 HJ61",,"NEA>Apollo",V
163250,"2002 GH1",,"NEA>Amor",V
,"2019 QG",,"NEA>Aten",U
,"2005 HB",,"NEA>Amor",V
,"2010 DE",,"NEA>Amor",C
356285,"2010 DE",,"NEA>Amor",C
308043,"2004 TH10",,"NEA>Apollo",V
308043,"2004 TH10",,"NEA>Apollo",V
,"2005 LZ42",,"NEA>Amor",C
308043,"2004 TH10",,"NEA>Apollo",V
163001,"2001 SE170",,"NEA>Amor",C
375054,"2007 PF6",,"NEA>Apollo",U
446935,"2002 XZ38",,"NEA>Amor",U
,"2008 VQ4",,"NEA>Amor",U
,"2006 OT9",,"NEA>Apollo",V
99907,"1989 VA",,"NEA>Aten",U
137125,"1999 CT3",,"NEA>Amor",V
483422,"2000 CE59",,"NEA>Apollo",U
308043,"2004 TH10",,"NEA>Apollo",V
137125,"1999 CT3",,"NEA>Amor",V
308043,"2004 TH10",,"NEA>Apollo",V
,"2007 GZ5",,"NEA>Amor",V
163001,"2001 SE170",,"NEA>Amor",C
,"2006 OT9",,"NEA>Apollo",V
490581,"2009 WZ104",,"NEA>Aten",U
397237,"2006 KZ112",,"NEA>Apollo",V
397237,"2006 KZ112",,"NEA>Apollo",V
,"2006 OT9",,"NEA>Apollo",V
304293,"2006 SQ78",,"NEA>Apollo",V
,"2006 OT9",,"NEA>Apollo",V
249615,"1999 TB5",,"NEA>Amor",C
249615,"1999 TB5",,"NEA>Amor",C
1865,"Cerberus",,"NEA>Apollo",C
,"2014 WL368",,"NEA>Amor",U
,"2005 JT81",,"NEA>Amor",V
444193,"2005 SE71",,"NEA>Apollo",U
24445,"2000 PM8",,"NEA>Apollo",V
,"2005 JT81",,"NEA>Amor",V
524536,"2003 AO4",,"NEA>Amor",C
24445,"2000 PM8",,"NEA>Apollo",V
326302,"1998 VN",,"NEA>Apollo",U
,"2010 RJ43",,"NEA>Aten",U
85804,"1998 WQ5",,"NEA>Amor",U
423210,"2004 RD84",,"NEA>Amor",V
194386,"2001 VG5",,"NEA>Apollo",V
68350,"2001 MK3",,"NEA>Amor",S
,"2001 RA18",,"NEA>Amor",V
248083,"2004 QU24",,"NEA>Amor",V
,"2017 QE18",,"NEA>Apollo",V
,"2003 UO25",,"NEA>Apollo",V
,"1995 FO",,"NEA>Apollo",U
163250,"2002 GH1",,"NEA>Amor",V
163250,"2002 GH1",,"NEA>Amor",V
,"2004 SC56",,"NEA>Aten",U
163250,"2002 GH1",,"NEA>Amor",V
,"2008 AZ110",,"NEA>Amor",V
,"2009 SW19",,"NEA>Apollo",U
503960,"2004 QF1",,"NEA>Apollo",V
503960,"2004 QF1",,"NEA>Apollo",V
,"2012 LT7",,"NEA>Apollo",V
,"2013 SC25",,"NEA>Apollo",U
9058,"1992 JB",,"NEA>Apollo",D
,"2017 QP17",,"NEA>Apollo",U
9058,"1992 JB",,"NEA>Apollo",D
450238,"2002 XN40",,"NEA>Amor",U
503960,"2004 QF1",,"NEA>Apollo",V
163760,"2003 OR14",,"NEA>Amor",D
436324,"2010 GZ6",,"NEA>Amor",S
503960,"2004 QF1",,"NEA>Apollo",V
16834,"1997 WU22",,"NEA>Apollo",U
16960,"1998 QS52",,"NEA>Apollo",X
,"2005 RV24",,"NEA>Apollo",U
16960,"1998 QS52",,"NEA>Apollo",X
16960,"1998 QS52",,"NEA>Apollo",X
16960,"1998 QS52",,"NEA>Apollo",X
,"2010 SR3",,"NEA>Amor",U
16960,"1998 QS52",,"NEA>Apollo",X
438116,"2005 NX44",,"NEA>Apollo",U
16960,"1998 QS52",,"NEA>Apollo",X
16960,"1998 QS52",,"NEA>Apollo",X
16960,"1998 QS52",,"NEA>Apollo",X
162922,"2001 OY13",,"NEA>Apollo",U
152952,"2000 GC2",,"NEA>Amor",S
333521,"2005 PO",,"NEA>Apollo",V
90373,"2003 SZ219",,"NEA>Amor",S
,"2004 RY109",,"NEA>Apollo",V
,"2005 LV3",,"NEA>Amor",B
,"2005 LV3",,"NEA>Amor",B
,"2014 HR184",,"NEA>Apollo",V
3352,"McAuliffe",,"NEA>Amor",S
523816,"2009 ST103",,"NEA>Apollo",B
423210,"2004 RD84",,"NEA>Amor",V
196625,"2003 RM10",,"NEA>Apollo",S
4183,"Cuno",,"NEA>Apollo",S
523816,"2009 ST103",,"NEA>Apollo",B
,"2008 OV2",,"NEA>Apollo",V
,"2014 YV34",,"NEA>Amor",U
,"2008 OX8",,"NEA>Amor",C
477762,"2010 XZ67",,"NEA>Amor",U
395207,"2010 HQ80",,"NEA>Apollo",V
,"2016 XD1",,"NEA>Amor",V
436324,"2010 GZ6",,"NEA>Amor",S
67381,"2000 OL8",,"NEA>Apollo",V
523816,"2009 ST103",,"NEA>Apollo",B
285838,"2001 FA1",,"NEA>Amor",V
,"2008 OX8",,"NEA>Amor",C
285838,"2001 FA1",,"NEA>Amor",V
,"2014 OL339",,"NEA>Aten",V
,"2014 KP4",,"NEA>Apollo",V
162911,"2001 LL5",,"NEA>Apollo",S
506732,"2006 VW2",,"NEA>Apollo",C
,"2014 OL339",,"NEA>Aten",V
,"2018 WR1",,"NEA>Apollo",U
506732,"2006 VW2",,"NEA>Apollo",C
153460,"2001 RN",,"NEA>Apollo",C
,"2014 KP4",,"NEA>Apollo",V
395207,"2010 HQ80",,"NEA>Apollo",V
480004,"2014 KD91",,"NEA>Amor",V
,"2014 KP4",,"NEA>Apollo",V
,"2017 WV13",,"NEA>Apollo",U
,"2002 TE66",,"NEA>Apollo",U
333521,"2005 PO",,"NEA>Apollo",V
,"2001 TP103",,"NEA>Amor",U
162566,"2000 RJ34",,"NEA>Amor",C
,"2012 WL4",,"NEA>Amor",C
356991,"1998 QA1",,"NEA>Apollo",C
153460,"2001 RN",,"NEA>Apollo",C
9058,"1992 JB",,"NEA>Apollo",D
,"2011 OK5",,"NEA>Amor",V
,"2010 DB34",,"NEA>Amor",V
333521,"2005 PO",,"NEA>Apollo",V
,"2015 XC1",,"NEA>Amor",U
,"2016 GA222",,"NEA>Apollo",S
,"2012 WL4",,"NEA>Amor",C
333521,"2005 PO",,"NEA>Apollo",V
,"2009 TB8",,"NEA>Apollo",B
87311,"2000 QJ1",,"NEA>Apollo",S
23187,"2000 PN9",,"NEA>Apollo",S
457260,"2008 RY24",,"NEA>Amor",S
159518,"2001 FF7",,"NEA>Amor",U
373428,"1999 TC5",,"NEA>Apollo",U
,"2001 XQ30",,"NEA>Amor",U
439889,"2000 PG5",,"NEA>Amor",B
,"2010 YH",,"NEA>Apollo",U
,"2009 QB36",,"NEA>Apollo",U
,"2011 UF21",,"NEA>Apollo",S
23187,"2000 PN9",,"NEA>Apollo",S
162149,"1998 YQ11",,"NEA>Amor",S
,"2000 SF8",,"NEA>Amor",X
162149,"1998 YQ11",,"NEA>Amor",S
439889,"2000 PG5",,"NEA>Amor",B
138727,"2000 SU180",,"NEA>Apollo",S
138727,"2000 SU180",,"NEA>Apollo",S
249816,"2001 FD90",,"NEA>Amor",V
162149,"1998 YQ11",,"NEA>Amor",S
138727,"2000 SU180",,"NEA>Apollo",S
173689,"2001 PK9",,"NEA>Amor",V
138727,"2000 SU180",,"NEA>Apollo",S
162149,"1998 YQ11",,"NEA>Amor",S
138727,"2000 SU180",,"NEA>Apollo",S
395207,"2010 HQ80",,"NEA>Apollo",V
138727,"2000 SU180",,"NEA>Apollo",S
35670,"1998 SU27",,"NEA>Apollo",V
,"2016 FC15",,"NEA>Apollo",D
,"2000 SU180",,"NEA>Apollo",S
162149,"1998 YQ11",,"NEA>Amor",S
138727,"2000 SU180",,"NEA>Apollo",S
349063,"2006 XA",,"NEA>Apollo",V
138727,"2000 SU180",,"NEA>Apollo",S
173689,"2001 PK9",,"NEA>Amor",V
,"2000 XK47",,"NEA>Apollo",D
162149,"1998 YQ11",,"NEA>Amor",S
26663,"2000 XK47",,"NEA>Apollo",D
138727,"2000 SU180",,"NEA>Apollo",S
,"2000 SU180",,"NEA>Apollo",S
,"2004 FG1",,"NEA>Amor",V
26663,"2000 XK47",,"NEA>Apollo",D
26663,"2000 XK47",,"NEA>Apollo",D
138727,"2000 SU180",,"NEA>Apollo",S
26663,"2000 XK47",,"NEA>Apollo",D
,"1998 YQ11",,"NEA>Amor",S
,"2016 XD1",,"NEA>Amor",V
,"2005 JO3",,"NEA>Apollo",V
26663,"2000 XK47",,"NEA>Apollo",D
439889,"2000 PG5",,"NEA>Amor",B
26663,"2000 XK47",,"NEA>Apollo",D
343166,"2009 SO103",,"NEA>Apollo",V
138727,"2000 SU180",,"NEA>Apollo",S
162149,"1998 YQ11",,"NEA>Amor",S
138727,"2000 SU180",,"NEA>Apollo",S
415029,"2011 UL21",,"NEA>Apollo",V
343166,"2009 SO103",,"NEA>Apollo",V
498550,"2008 HV4",,"NEA>Amor",C
,"2011 VR5",,"NEA>Amor",U
5731,"Zeus",,"NEA>Apollo",C
468481,"2004 TP20",,"NEA>Apollo",B
26663,"2000 XK47",,"NEA>Apollo",D
26663,"2000 XK47",,"NEA>Apollo",D
190135,"2005 QE30",,"NEA>Apollo",V
498550,"2008 HV4",,"NEA>Amor",C
163070,"2002 AO7",,"NEA>Amor",U
162149,"1998 YQ11",,"NEA>Amor",S
163015,"2001 UX16",,"NEA>Apollo",U
26663,"2000 XK47",,"NEA>Apollo",D
,"2008 SC85",,"NEA>Amor",V
468481,"2004 TP20",,"NEA>Apollo",B
138727,"2000 SU180",,"NEA>Apollo",S
297418,"2000 SP43",,"NEA>Aten",S
